,Currency,Country,Label,Value,Year
24,AED,Emiratos Árabes Unidos,2013-07-12,0.0,2013
4015,CZK,República Checa,2013-11-23,29.84,2013
6578,HKD,Hong Kong,2013-10-26,24.24,2013
16858,SGD,Singapur,2013-07-12,1.07,2013
4017,CZK,República Checa,2013-07-12,34.46,2013
11613,MYR,Malasia,2013-10-19,14.32,2013
7870,IDR,Indonesia,2013-10-19,1.0,2013
1819,CAD,Canadá,2013-10-19,368.15,2013
16,AED,Emiratos Árabes Unidos,2013-10-19,0.0,2013
14636,PLN,Polonia,2013-10-19,11.25,2013
12039,NGN,Nigeria,2013-10-19,0.12,2013
13801,PHP,Filipinas,2013-11-23,45.41,2013
19985,ZAR,Sudáfrica,2013-11-23,43.8,2013
18959,USD,Estados Unidos,2013-09-21,7410.99,2013
1340,BRL,Brasil,2013-04-13,0.0,2013
12491,NOK,Noruega,2013-10-19,58.49,2013
1374,BRL,Brasil,2013-07-12,7.57,2013
4464,DKK,Dinamarca,2013-07-12,1.42,2013
5683,EUR,Europa,2013-07-12,1009.75,2013
3569,COP,Colombia,2013-07-12,14.5,2013
11183,MXN,México,2013-07-12,25.45,2013
11620,MYR,Malasia,2013-07-12,5.75,2013
12950,NZD,Nueva Zelanda,2013-07-12,59.74,2013
12498,NOK,Noruega,2013-07-12,61.19,2013
18970,USD,Estados Unidos,2013-07-12,2034.2,2013
15095,RON,Rumanía,2013-07-12,13.22,2013
11184,MXN,México,2013-12-14,19.12,2013
19981,ZAR,Sudáfrica,2013-10-26,60.18,2013
12492,NOK,Noruega,2013-10-26,61.47,2013
16824,SGD,Singapur,2013-04-13,0.0,2013
12464,NOK,Noruega,2013-04-13,36.06,2013
3983,CZK,República Checa,2013-04-13,2.86,2013
7030,HRK,Croacia,2013-11-23,2.14,2013
9134,JPY,Japón,2013-11-23,5.54,2013
14641,PLN,Polonia,2013-11-23,8.95,2013
11618,MYR,Malasia,2013-11-23,19.25,2013
466,ARS,Argentina,2013-10-26,47.98,2013
7871,IDR,Indonesia,2013-10-26,0.0,2013
15539,RUB,Rusia,2013-10-26,14.56,2013
11177,MXN,México,2013-10-26,50.86,2013
12496,NOK,Noruega,2013-11-23,83.97,2013
2703,CLP,Chile,2013-11-23,8.99,2013
11617,MYR,Malasia,2013-11-16,13.89,2013
13769,PHP,Filipinas,2013-04-13,1.5,2013
6101,GBP,Reino Unido,2013-04-13,2323.31,2013
15061,RON,Rumanía,2013-04-13,2.0,2013
17274,THB,Tailandia,2013-04-13,16.01,2013
6550,HKD,Hong Kong,2013-04-13,0.0,2013
9981,KRW,Corea del Sur,2013-11-23,6.1485,2013
7875,IDR,Indonesia,2013-11-23,2.92,2013
7877,IDR,Indonesia,2013-07-12,0.8,2013
16407,SEK,Suecia,2013-07-12,19.98,2013
3127,CNY,China,2013-10-19,6.41,2013
12951,NZD,Nueva Zelanda,2013-12-14,43.27,2013
8317,INR,India,2013-09-21,4.16,2013
19976,ZAR,Sudáfrica,2013-09-21,49.64,2013
2264,CHF,Suiza,2013-09-21,37.51,2013
7021,HRK,Croacia,2013-09-21,0.5,2013
12948,NZD,Nueva Zelanda,2013-11-23,37.23,2013
9550,KES,Kenia,2013-11-23,0.09,2013
17306,THB,Tailandia,2013-11-23,111.52,2013
921,AUD,Australia,2013-11-23,504.31,2013
6582,HKD,Hong Kong,2013-11-23,107.64,2013
18968,USD,Estados Unidos,2013-11-23,2853.11,2013
1372,BRL,Brasil,2013-11-23,4.47,2013
15543,RUB,Rusia,2013-11-23,1.09,2013
6133,GBP,Reino Unido,2013-11-23,3264.49,2013
5681,EUR,Europa,2013-11-23,1104.11,2013
3128,CNY,China,2013-10-26,15.3,2013
917,AUD,Australia,2013-10-26,1144.16,2013
9125,JPY,Japón,2013-09-21,141.95,2013
12461,NOK,Noruega,2013-03-23,2.51,2013
12045,NGN,Nigeria,2013-11-23,0.0,2013
8294,INR,India,2013-04-13,4.38,2013
16373,SEK,Suecia,2013-04-13,25.7,2013
5677,EUR,Europa,2013-10-26,1391.87,2013
4011,CZK,República Checa,2013-10-26,25.38,2013
12035,NGN,Nigeria,2013-09-21,1.17,2013
17729,TRY,Turquia,2013-10-19,0.0,2013
916,AUD,Australia,2013-10-19,1146.79,2013
12040,NGN,Nigeria,2013-10-26,0.0,2013
2273,CHF,Suiza,2013-11-23,65.64,2013
6098,GBP,Reino Unido,2013-03-23,2116.48,2013
7033,HRK,Croacia,2013-12-14,5.71,2013
1375,BRL,Brasil,2013-12-14,10.92,2013
4014,CZK,República Checa,2013-11-16,38.26,2013
7419,HUF,Hungria,2013-08-24,0.0,2013
4002,CZK,República Checa,2013-08-24,31.33,2013
16370,SEK,Suecia,2013-03-23,60.0,2013
9553,KES,Kenia,2013-12-14,0.0,2013
11152,MXN,México,2013-04-05,3.88,2013
7878,IDR,Indonesia,2013-12-14,0.8,2013
5672,EUR,Europa,2013-09-21,1084.01,2013
2269,CHF,Suiza,2013-10-26,67.09,2013
16401,SEK,Suecia,2013-10-26,40.06,2013
1820,CAD,Canadá,2013-10-26,194.13,2013
16859,SGD,Singapur,2013-12-14,9.33,2013
2699,CLP,Chile,2013-10-26,0.45,2013
6998,HRK,Croacia,2013-04-13,2.46,2013
15089,RON,Rumanía,2013-10-26,19.19,2013
7428,HUF,Hungria,2013-10-26,11.97,2013
5649,EUR,Europa,2013-04-13,293.05,2013
889,AUD,Australia,2013-04-13,899.16,2013
11149,MXN,México,2013-04-13,5.67,2013
12916,NZD,Nueva Zelanda,2013-04-13,9.78,2013
2241,CHF,Suiza,2013-04-13,13.92,2013
18936,USD,Estados Unidos,2013-04-13,700.71,2013
2266,CHF,Suiza,2013-05-10,49.65,2013
7026,HRK,Croacia,2013-10-26,1.57,2013
12939,NZD,Nueva Zelanda,2013-09-21,37.9,2013
18964,USD,Estados Unidos,2013-10-26,5182.79,2013
9127,JPY,Japón,2013-05-10,0.0,2013
8322,INR,India,2013-10-26,8.52,2013
17,AED,Emiratos Árabes Unidos,2013-10-26,0.0,2013
12944,NZD,Nueva Zelanda,2013-10-26,51.21,2013
6129,GBP,Reino Unido,2013-10-26,3381.55,2013
1368,BRL,Brasil,2013-10-26,30.7,2013
11614,MYR,Malasia,2013-10-26,9.02,2013
11172,MXN,México,2013-09-21,14.66,2013
1796,CAD,Canadá,2013-11-05,65.31,2013
3987,CZK,República Checa,2013-11-05,0.0,2013
13787,PHP,Filipinas,2013-08-17,3.93,2013
3560,COP,Colombia,2013-05-10,0.42,2013
6126,GBP,Reino Unido,2013-05-10,3823.56,2013
15536,RUB,Rusia,2013-05-10,20.97,2013
16849,SGD,Singapur,2013-05-10,12.71,2013
9977,KRW,Corea del Sur,2013-10-26,5.0178,2013
2696,CLP,Chile,2013-05-10,1.33,2013
17727,TRY,Turquia,2013-05-10,1.43,2013
7868,IDR,Indonesia,2013-05-10,1.0,2013
4434,DKK,Dinamarca,2013-11-05,2.19,2013
1365,BRL,Brasil,2013-05-10,91.03,2013
15086,RON,Rumanía,2013-05-10,28.16,2013
16398,SEK,Suecia,2013-05-10,92.77,2013
14634,PLN,Polonia,2013-05-10,10.59,2013
9974,KRW,Corea del Sur,2013-05-10,3.0,2013
463,ARS,Argentina,2013-05-10,26.48,2013
11604,MYR,Malasia,2013-08-17,0.0,2013
12489,NOK,Noruega,2013-05-10,44.09,2013
11167,MXN,México,2013-08-17,16.43,2013
1810,CAD,Canadá,2013-08-17,126.01,2013
18511,UAH,Ucrania,2013-10-26,0.0,2013
6554,HKD,Hong Kong,2013-11-05,2.0,2013
12037,NGN,Nigeria,2013-05-10,0.0,2013
14,AED,Emiratos Árabes Unidos,2013-05-10,0.0,2013
11611,MYR,Malasia,2013-05-10,3.86,2013
16377,SEK,Suecia,2013-11-05,29.71,2013
3125,CNY,China,2013-05-10,0.23,2013
11153,MXN,México,2013-11-05,1.87,2013
893,AUD,Australia,2013-11-05,378.42,2013
7002,HRK,Croacia,2013-11-05,0.0,2013
8298,INR,India,2013-11-05,1.5,2013
12920,NZD,Nueva Zelanda,2013-11-05,6.27,2013
6105,GBP,Reino Unido,2013-11-05,1474.41,2013
442,ARS,Argentina,2013-11-05,4.21,2013
15065,RON,Rumanía,2013-11-05,1.89,2013
16857,SGD,Singapur,2013-11-30,37.78,2013
7004,HRK,Croacia,2013-05-25,0.0,2013
5653,EUR,Europa,2013-11-05,193.96,2013
1344,BRL,Brasil,2013-11-05,0.0,2013
15515,RUB,Rusia,2013-11-05,0.0,2013
16828,SGD,Singapur,2013-11-05,0.0,2013
12468,NOK,Noruega,2013-11-05,11.43,2013
6119,GBP,Reino Unido,2013-08-17,4231.97,2013
7023,HRK,Croacia,2013-05-10,0.26,2013
895,AUD,Australia,2013-05-25,314.32,2013
18961,USD,Estados Unidos,2013-05-10,7151.79,2013
3568,COP,Colombia,2013-11-30,5.56,2013
3990,CZK,República Checa,2013-01-06,6.51,2013
12470,NOK,Noruega,2013-05-25,4.01,2013
18520,UAH,Ucrania,2013-12-27,0.0,2013
15511,RUB,Rusia,2013-04-13,0.4,2013
1792,CAD,Canadá,2013-04-13,123.58,2013
461,ARS,Argentina,2013-09-21,19.51,2013
1815,CAD,Canadá,2013-09-21,201.32,2013
13792,PHP,Filipinas,2013-09-21,33.2,2013
4006,CZK,República Checa,2013-09-21,18.07,2013
17297,THB,Tailandia,2013-09-21,48.7,2013
12487,NOK,Noruega,2013-09-21,92.07,2013
15534,RUB,Rusia,2013-09-21,2.98,2013
9972,KRW,Corea del Sur,2013-09-21,10.2067,2013
18506,UAH,Ucrania,2013-09-21,0.0,2013
6573,HKD,Hong Kong,2013-09-21,8.88,2013
15084,RON,Rumanía,2013-09-21,10.92,2013
7849,IDR,Indonesia,2013-05-25,0.07,2013
18942,USD,Estados Unidos,2013-05-25,519.84,2013
3989,CZK,República Checa,2013-05-25,10.02,2013
1798,CAD,Canadá,2013-05-25,26.61,2013
885,AUD,Australia,2013-03-16,221.61,2013
12912,NZD,Nueva Zelanda,2013-03-16,3.98,2013
1788,CAD,Canadá,2013-03-16,81.95,2013
18932,USD,Estados Unidos,2013-03-16,157.49,2013
5645,EUR,Europa,2013-03-16,50.71,2013
12460,NOK,Noruega,2013-03-16,3.0,2013
16369,SEK,Suecia,2013-03-16,31.8,2013
3563,COP,Colombia,2013-10-26,10.13,2013
3135,CNY,China,2013-12-14,0.36,2013
11145,MXN,México,2013-03-16,261.18,2013
13775,PHP,Filipinas,2013-05-25,32.0,2013
2247,CHF,Suiza,2013-05-25,4.47,2013
444,ARS,Argentina,2013-05-25,11.74,2013
19959,ZAR,Sudáfrica,2013-05-25,0.65,2013
15067,RON,Rumanía,2013-05-25,0.91,2013
15057,RON,Rumanía,2013-03-16,1.26,2013
16406,SEK,Suecia,2013-11-30,27.19,2013
5682,EUR,Europa,2013-11-30,1148.16,2013
14637,PLN,Polonia,2013-10-26,6.96,2013
6134,GBP,Reino Unido,2013-11-30,4236.97,2013
5655,EUR,Europa,2013-05-25,242.58,2013
11157,MXN,México,2013-08-06,7.31,2013
5270,EGP,Egipto,2013-12-21,0.0,2013
12497,NOK,Noruega,2013-11-30,67.25,2013
10740,MAD,Marruecos,2013-11-30,0.21,2013
9982,KRW,Corea del Sur,2013-11-30,6.4284,2013
2704,CLP,Chile,2013-11-30,21.93,2013
17307,THB,Tailandia,2013-11-30,85.57,2013
19986,ZAR,Sudáfrica,2013-11-30,38.35,2013
922,AUD,Australia,2013-11-30,600.57,2013
12949,NZD,Nueva Zelanda,2013-11-30,102.78,2013
9551,KES,Kenia,2013-11-30,0.11,2013
7876,IDR,Indonesia,2013-11-30,1.01,2013
16831,SGD,Singapur,2013-01-06,1.1,2013
7005,HRK,Croacia,2013-01-06,0.0,2013
6107,GBP,Reino Unido,2013-05-25,2340.46,2013
8327,INR,India,2013-11-30,25.54,2013
1799,CAD,Canadá,2013-01-06,42.4,2013
1346,BRL,Brasil,2013-05-25,6.0,2013
2274,CHF,Suiza,2013-11-30,107.31,2013
15094,RON,Rumanía,2013-11-30,17.59,2013
1373,BRL,Brasil,2013-11-30,29.77,2013
23,AED,Emiratos Árabes Unidos,2013-11-30,0.0,2013
6556,HKD,Hong Kong,2013-05-25,4.29,2013
2694,CLP,Chile,2013-09-21,0.0,2013
11609,MYR,Malasia,2013-09-21,0.0,2013
896,AUD,Australia,2013-01-06,357.05,2013
12922,NZD,Nueva Zelanda,2013-05-25,5.68,2013
7850,IDR,Indonesia,2013-01-06,0.0,2013
4437,DKK,Dinamarca,2013-01-06,0.0,2013
15544,RUB,Rusia,2013-11-30,8.8,2013
445,ARS,Argentina,2013-01-06,1.91,2013
19960,ZAR,Sudáfrica,2013-01-06,3.99,2013
16380,SEK,Suecia,2013-01-06,1.71,2013
15068,RON,Rumanía,2013-01-06,0.0,2013
14642,PLN,Polonia,2013-11-30,24.4,2013
8326,INR,India,2013-11-23,20.72,2013
5660,EUR,Europa,2013-06-29,506.68,2013
1803,CAD,Canadá,2013-06-29,45.41,2013
15518,RUB,Rusia,2013-01-06,0.0,2013
12471,NOK,Noruega,2013-01-06,14.91,2013
18969,USD,Estados Unidos,2013-11-30,2186.44,2013
5267,EGP,Egipto,2013-11-30,0.17,2013
15093,RON,Rumanía,2013-11-23,29.3,2013
3567,COP,Colombia,2013-11-23,6.1,2013
22,AED,Emiratos Árabes Unidos,2013-11-23,0.0,2013
3132,CNY,China,2013-11-23,0.42,2013
11181,MXN,México,2013-11-23,23.91,2013
16405,SEK,Suecia,2013-11-23,29.95,2013
4462,DKK,Dinamarca,2013-11-23,0.91,2013
1824,CAD,Canadá,2013-11-23,267.44,2013
5266,EGP,Egipto,2013-11-23,0.57,2013
16396,SEK,Suecia,2013-09-21,47.38,2013
1363,BRL,Brasil,2013-09-21,56.53,2013
16856,SGD,Singapur,2013-11-23,30.59,2013
17285,THB,Tailandia,2013-06-29,140.23,2013
14632,PLN,Polonia,2013-09-21,2.03,2013
4016,CZK,República Checa,2013-11-30,29.84,2013
16847,SGD,Singapur,2013-09-21,0.72,2013
17735,TRY,Turquia,2013-11-29,0.0,2013
7031,HRK,Croacia,2013-11-30,0.4,2013
18962,USD,Estados Unidos,2013-12-10,5367.05,2013
6583,HKD,Hong Kong,2013-11-30,105.35,2013
11182,MXN,México,2013-11-30,28.68,2013
6124,GBP,Reino Unido,2013-09-21,3982.04,2013
19983,ZAR,Sudáfrica,2013-09-11,51.83,2013
4453,DKK,Dinamarca,2013-09-21,0.16,2013
912,AUD,Australia,2013-09-21,1424.21,2013
900,AUD,Australia,2013-06-29,404.47,2013
7866,IDR,Indonesia,2013-09-21,0.0,2013
6112,GBP,Reino Unido,2013-06-29,2015.95,2013
12,AED,Emiratos Árabes Unidos,2013-09-21,1.0,2013
470,ARS,Argentina,2013-11-23,48.02,2013
18516,UAH,Ucrania,2013-11-29,0.0,2013
2248,CHF,Suiza,2013-01-06,11.3,2013
5656,EUR,Europa,2013-01-06,296.17,2013
4456,DKK,Dinamarca,2013-12-10,3.8,2013
12942,NZD,Nueva Zelanda,2013-12-10,48.78,2013
11175,MXN,México,2013-12-10,38.82,2013
15,AED,Emiratos Árabes Unidos,2013-12-10,0.0,2013
3561,COP,Colombia,2013-12-10,0.0,2013
14635,PLN,Polonia,2013-12-10,9.37,2013
2271,CHF,Suiza,2013-09-11,83.07,2013
3558,COP,Colombia,2013-09-21,0.0,2013
7426,HUF,Hungria,2013-12-10,8.56,2013
7423,HUF,Hungria,2013-09-21,3.86,2013
8324,INR,India,2013-09-11,28.07,2013
11156,MXN,México,2013-01-06,0.0,2013
11612,MYR,Malasia,2013-12-10,5.37,2013
17725,TRY,Turquia,2013-09-21,0.1,2013
468,ARS,Argentina,2013-09-11,55.32,2013
17300,THB,Tailandia,2013-12-10,294.84,2013
1366,BRL,Brasil,2013-12-10,79.47,2013
9975,KRW,Corea del Sur,2013-12-10,7.4441,2013
15537,RUB,Rusia,2013-12-10,7.06,2013
915,AUD,Australia,2013-12-10,1087.99,2013
19979,ZAR,Sudáfrica,2013-12-10,89.28,2013
3126,CNY,China,2013-12-10,0.0,2013
7433,HUF,Hungria,2013-11-30,10.03,2013
15087,RON,Rumanía,2013-12-10,25.83,2013
4463,DKK,Dinamarca,2013-11-30,1.57,2013
5661,EUR,Europa,2013-06-07,674.41,2013
3123,CNY,China,2013-09-21,0.0,2013
18948,USD,Estados Unidos,2013-06-07,2112.0,2013
1825,CAD,Canadá,2013-11-30,273.4,2013
4009,CZK,República Checa,2013-12-10,18.52,2013
2267,CHF,Suiza,2013-12-10,74.38,2013
7869,IDR,Indonesia,2013-12-10,0.0,2013
19965,ZAR,Sudáfrica,2013-06-07,60.79,2013
11619,MYR,Malasia,2013-11-30,16.05,2013
7024,HRK,Croacia,2013-12-10,0.0,2013
471,ARS,Argentina,2013-11-30,37.25,2013
12046,NGN,Nigeria,2013-11-30,0.0,2013
2701,CLP,Chile,2013-09-11,18.95,2013
7028,HRK,Croacia,2013-09-11,1.55,2013
6557,HKD,Hong Kong,2013-01-06,3.0,2013
14639,PLN,Polonia,2013-09-11,12.84,2013
13799,PHP,Filipinas,2013-09-11,44.31,2013
9135,JPY,Japón,2013-11-30,9.63,2013
17304,THB,Tailandia,2013-09-11,98.67,2013
12490,NOK,Noruega,2013-12-10,47.25,2013
16399,SEK,Suecia,2013-12-10,63.04,2013
464,ARS,Argentina,2013-12-10,34.56,2013
12940,NZD,Nueva Zelanda,2013-09-28,96.53,2013
17726,TRY,Turquia,2013-09-28,0.0,2013
8318,INR,India,2013-09-28,5.49,2013
9126,JPY,Japón,2013-09-28,0.0,2013
2695,CLP,Chile,2013-09-28,3.76,2013
12036,NGN,Nigeria,2013-09-28,0.12,2013
17733,TRY,Turquia,2013-11-15,0.0,2013
6097,GBP,Reino Unido,2013-03-16,1182.11,2013
7430,HUF,Hungria,2013-09-11,22.7,2013
18943,USD,Estados Unidos,2013-01-06,456.14,2013
17280,THB,Tailandia,2013-05-25,10.9,2013
11610,MYR,Malasia,2013-09-28,0.2,2013
1347,BRL,Brasil,2013-01-06,5.48,2013
12923,NZD,Nueva Zelanda,2013-01-06,6.47,2013
13776,PHP,Filipinas,2013-01-06,23.41,2013
17281,THB,Tailandia,2013-01-06,0.85,2013
18507,UAH,Ucrania,2013-09-28,0.4,2013
13,AED,Emiratos Árabes Unidos,2013-09-28,5.0,2013
11173,MXN,México,2013-09-28,32.25,2013
8301,INR,India,2013-01-06,5.0,2013
6108,GBP,Reino Unido,2013-01-06,2217.18,2013
2697,CLP,Chile,2013-12-10,0.45,2013
6576,HKD,Hong Kong,2013-12-10,105.9,2013
1818,CAD,Canadá,2013-12-10,471.29,2013
17736,TRY,Turquia,2013-11-30,0.05,2013
1828,CAD,Canadá,2013-12-21,203.85,2013
17739,TRY,Turquia,2013-12-21,0.0,2013
9128,JPY,Japón,2013-12-10,0.0,2013
899,AUD,Australia,2013-06-22,303.21,2013
18514,UAH,Ucrania,2013-11-15,0.0,2013
8320,INR,India,2013-12-10,23.01,2013
17728,TRY,Turquia,2013-12-10,1.38,2013
16860,SGD,Singapur,2013-12-21,30.62,2013
17310,THB,Tailandia,2013-12-21,111.52,2013
2252,CHF,Suiza,2013-06-29,0.0,2013
7010,HRK,Croacia,2013-06-07,2.0,2013
6561,HKD,Hong Kong,2013-06-29,16.56,2013
449,ARS,Argentina,2013-06-29,18.6,2013
18946,USD,Estados Unidos,2013-06-22,999.72,2013
8304,INR,India,2013-06-22,7.13,2013
12926,NZD,Nueva Zelanda,2013-06-22,0.0,2013
15059,RON,Rumanía,2013-03-30,4.99,2013
6559,HKD,Hong Kong,2013-06-15,7.61,2013
16850,SGD,Singapur,2013-12-10,35.72,2013
898,AUD,Australia,2013-06-15,373.42,2013
13795,PHP,Filipinas,2013-12-10,5.95,2013
1802,CAD,Canadá,2013-06-22,31.07,2013
12038,NGN,Nigeria,2013-12-10,0.38,2013
12473,NOK,Noruega,2013-06-15,16.74,2013
8303,INR,India,2013-06-15,3.14,2013
18945,USD,Estados Unidos,2013-06-15,940.85,2013
17283,THB,Tailandia,2013-06-15,189.98,2013
447,ARS,Argentina,2013-06-15,0.0,2013
19962,ZAR,Sudáfrica,2013-06-15,0.93,2013
12925,NZD,Nueva Zelanda,2013-06-15,0.35,2013
6127,GBP,Reino Unido,2013-12-10,2626.23,2013
18509,UAH,Ucrania,2013-12-10,0.0,2013
5675,EUR,Europa,2013-12-10,1678.8,2013
5658,EUR,Europa,2013-06-15,535.59,2013
1350,BRL,Brasil,2013-06-22,0.0,2013
15521,RUB,Rusia,2013-06-22,0.0,2013
12474,NOK,Noruega,2013-06-22,13.49,2013
13779,PHP,Filipinas,2013-06-22,10.0,2013
448,ARS,Argentina,2013-06-22,3.31,2013
16382,SEK,Suecia,2013-06-15,4.28,2013
1801,CAD,Canadá,2013-06-15,37.85,2013
15070,RON,Rumanía,2013-06-15,1.09,2013
16852,SGD,Singapur,2013-10-26,88.64,2013
3133,CNY,China,2013-11-30,36.37,2013
12479,NOK,Noruega,2013-07-27,28.48,2013
15076,RON,Rumanía,2013-07-27,2.3,2013
3992,CZK,República Checa,2013-06-15,0.3,2013
17289,THB,Tailandia,2013-07-27,49.09,2013
4445,DKK,Dinamarca,2013-07-27,0.0,2013
17284,THB,Tailandia,2013-06-22,190.31,2013
5659,EUR,Europa,2013-06-22,372.59,2013
7853,IDR,Indonesia,2013-06-22,1.04,2013
2251,CHF,Suiza,2013-06-22,0.0,2013
6560,HKD,Hong Kong,2013-06-22,20.59,2013
4440,DKK,Dinamarca,2013-06-22,0.0,2013
16834,SGD,Singapur,2013-06-22,0.0,2013
3993,CZK,República Checa,2013-06-22,6.32,2013
19963,ZAR,Sudáfrica,2013-06-22,4.34,2013
16383,SEK,Suecia,2013-06-22,41.53,2013
11159,MXN,México,2013-06-22,4.81,2013
1349,BRL,Brasil,2013-06-15,1.66,2013
15520,RUB,Rusia,2013-06-15,0.0,2013
14624,PLN,Polonia,2013-07-27,2.74,2013
7013,HRK,Croacia,2013-07-27,3.09,2013
19964,ZAR,Sudáfrica,2013-06-29,19.25,2013
18951,USD,Estados Unidos,2013-07-27,4721.47,2013
1355,BRL,Brasil,2013-07-27,3.01,2013
453,ARS,Argentina,2013-07-27,11.32,2013
11601,MYR,Malasia,2013-07-27,0.0,2013
5664,EUR,Europa,2013-07-27,808.88,2013
7858,IDR,Indonesia,2013-07-27,0.0,2013
15526,RUB,Rusia,2013-07-27,41.02,2013
8305,INR,India,2013-06-29,1.0,2013
16384,SEK,Suecia,2013-06-29,4.99,2013
904,AUD,Australia,2013-07-27,871.18,2013
3998,CZK,República Checa,2013-07-27,38.92,2013
11158,MXN,México,2013-06-15,0.0,2013
12931,NZD,Nueva Zelanda,2013-07-27,31.61,2013
19968,ZAR,Sudáfrica,2013-07-27,30.89,2013
4,AED,Emiratos Árabes Unidos,2013-07-27,0.0,2013
6110,GBP,Reino Unido,2013-06-15,1884.66,2013
16833,SGD,Singapur,2013-06-15,0.0,2013
7852,IDR,Indonesia,2013-06-15,0.0,2013
13780,PHP,Filipinas,2013-06-29,20.0,2013
4439,DKK,Dinamarca,2013-06-15,0.0,2013
3550,COP,Colombia,2013-07-27,0.0,2013
16839,SGD,Singapur,2013-07-27,0.0,2013
16388,SEK,Suecia,2013-07-27,10.92,2013
2256,CHF,Suiza,2013-07-27,0.0,2013
11164,MXN,México,2013-07-27,3.46,2013
13784,PHP,Filipinas,2013-07-27,20.1,2013
1807,CAD,Canadá,2013-07-27,62.99,2013
6116,GBP,Reino Unido,2013-07-27,3271.63,2013
18934,USD,Estados Unidos,2013-03-30,181.58,2013
6099,GBP,Reino Unido,2013-03-30,1511.92,2013
12914,NZD,Nueva Zelanda,2013-03-30,0.0,2013
2250,CHF,Suiza,2013-06-15,5.27,2013
7007,HRK,Croacia,2013-06-15,2.64,2013
8309,INR,India,2013-07-27,0.08,2013
15522,RUB,Rusia,2013-06-29,0.0,2013
13778,PHP,Filipinas,2013-06-15,10.0,2013
15072,RON,Rumanía,2013-06-29,6.37,2013
1351,BRL,Brasil,2013-06-29,0.0,2013
16835,SGD,Singapur,2013-06-29,0.0,2013
7854,IDR,Indonesia,2013-06-29,0.0,2013
3994,CZK,República Checa,2013-06-29,3.05,2013
15075,RON,Rumanía,2013-07-20,15.69,2013
12475,NOK,Noruega,2013-06-29,19.85,2013
14620,PLN,Polonia,2013-06-29,0.27,2013
16822,SGD,Singapur,2013-03-30,0.49,2013
11160,MXN,México,2013-06-29,2.0,2013
14623,PLN,Polonia,2013-07-20,7.79,2013
3997,CZK,República Checa,2013-07-20,3.98,2013
903,AUD,Australia,2013-07-20,743.6,2013
15525,RUB,Rusia,2013-07-20,102.44,2013
0,AED,Emiratos Árabes Unidos,2013-06-29,0.0,2013
8308,INR,India,2013-07-20,4.83,2013
3,AED,Emiratos Árabes Unidos,2013-07-20,0.0,2013
7009,HRK,Croacia,2013-06-29,0.0,2013
13794,PHP,Filipinas,2013-05-10,22.0,2013
1790,CAD,Canadá,2013-03-30,51.73,2013
15533,RUB,Rusia,2013-09-14,0.0,2013
16823,SGD,Singapur,2013-06-04,0.0,2013
12927,NZD,Nueva Zelanda,2013-06-29,4.23,2013
4441,DKK,Dinamarca,2013-06-29,0.0,2013
11163,MXN,México,2013-07-20,5.13,2013
452,ARS,Argentina,2013-07-20,16.94,2013
5663,EUR,Europa,2013-07-20,712.49,2013
16838,SGD,Singapur,2013-07-20,0.0,2013
6115,GBP,Reino Unido,2013-07-20,3276.34,2013
13783,PHP,Filipinas,2013-07-20,13.0,2013
19967,ZAR,Sudáfrica,2013-07-20,41.07,2013
7012,HRK,Croacia,2013-07-20,0.0,2013
3549,COP,Colombia,2013-07-20,0.0,2013
17288,THB,Tailandia,2013-07-20,140.68,2013
2255,CHF,Suiza,2013-07-20,0.0,2013
7857,IDR,Indonesia,2013-07-20,0.0,2013
1354,BRL,Brasil,2013-07-20,11.76,2013
12930,NZD,Nueva Zelanda,2013-07-20,16.75,2013
6564,HKD,Hong Kong,2013-07-20,30.56,2013
18517,UAH,Ucrania,2013-06-12,0.0,2013
5647,EUR,Europa,2013-03-30,262.83,2013
13802,PHP,Filipinas,2013-11-30,32.47,2013
15073,RON,Rumanía,2013-06-07,2.57,2013
6111,GBP,Reino Unido,2013-06-22,2347.32,2013
11147,MXN,México,2013-03-30,12.09,2013
887,AUD,Australia,2013-03-30,473.98,2013
1338,BRL,Brasil,2013-03-30,0.0,2013
8292,INR,India,2013-03-30,1.76,2013
12462,NOK,Noruega,2013-03-30,0.0,2013
4444,DKK,Dinamarca,2013-07-20,0.0,2013
11597,MYR,Malasia,2013-06-29,0.99,2013
1791,CAD,Canadá,2013-06-04,131.33,2013
13768,PHP,Filipinas,2013-06-04,3.98,2013
17272,THB,Tailandia,2013-03-30,1.5,2013
1806,CAD,Canadá,2013-07-20,69.41,2013
16371,SEK,Suecia,2013-03-30,12.44,2013
13767,PHP,Filipinas,2013-03-30,1.36,2013
11600,MYR,Malasia,2013-07-20,0.0,2013
18947,USD,Estados Unidos,2013-06-29,1264.8,2013
6565,HKD,Hong Kong,2013-07-27,10.0,2013
11151,MXN,México,2013-04-27,1.01,2013
5648,EUR,Europa,2013-06-04,410.11,2013
6100,GBP,Reino Unido,2013-06-04,2048.79,2013
12463,NOK,Noruega,2013-06-04,7.9,2013
18935,USD,Estados Unidos,2013-06-04,451.16,2013
11148,MXN,México,2013-06-04,1.0,2013
15510,RUB,Rusia,2013-06-04,3.6,2013
8293,INR,India,2013-06-04,4.79,2013
17273,THB,Tailandia,2013-06-04,22.63,2013
1339,BRL,Brasil,2013-06-04,0.0,2013
12915,NZD,Nueva Zelanda,2013-06-04,7.73,2013
15060,RON,Rumanía,2013-06-04,0.51,2013
